Record_ID,Data_Load_Date,Age,Age_Group,Sex,Job,Job_Category,Housing,Saving accounts,Checking account,Credit amount,Credit_Tier,Duration,Duration_Category,Purpose,Estimated_Monthly_Payment,Credit_Per_Age,Risk,Risk_Score,Exposure_Level,High_Amount_Flag,Long_Duration_Flag,Young_Applicant_Flag
750,2026-01-06,33,Adult (26-35),male,2,Skilled,own,little,Unknown,3029,Medium (2K-5K),15,Medium (1-2yr),car,201.93,91.79,good,1,Medium Exposure,1,0,0
751,2026-01-06,49,Middle-Aged (36-50),female,2,Skilled,own,little,little,428,Small (<2K),6,Short (<1yr),furniture/equipment,71.33,8.73,good,1,Low Exposure,0,0,0
752,2026-01-06,23,Young (18-25),female,1,Semi-Skilled,own,little,little,976,Small (<2K),18,Medium (1-2yr),car,54.22,42.43,bad,0,Medium Exposure,0,0,1
753,2026-01-06,23,Young (18-25),female,1,Semi-Skilled,rent,moderate,moderate,841,Small (<2K),12,Short (<1yr),business,70.08,36.57,good,1,Medium Exposure,0,0,1
754,2026-01-06,25,Young (18-25),female,2,Skilled,own,little,Unknown,5771,Large (5K-10K),30,Long (2-3yr),radio/TV,192.37,230.84,good,1,High Exposure,1,1,1
755,2026-01-06,55,Senior (51+),male,2,Skilled,free,rich,Unknown,1555,Small (<2K),12,Short (<1yr),repairs,129.58,28.27,bad,0,Medium Exposure,0,0,0
756,2026-01-06,32,Adult (26-35),female,2,Skilled,rent,Unknown,little,1285,Small (<2K),24,Medium (1-2yr),car,53.54,40.16,bad,0,Medium Exposure,0,0,0
757,2026-01-06,74,Senior (51+),male,0,Unskilled,own,little,rich,1299,Small (<2K),6,Short (<1yr),car,216.5,17.55,good,1,Low Exposure,0,0,0
758,2026-01-06,39,Middle-Aged (36-50),male,2,Skilled,free,Unknown,rich,1271,Small (<2K),15,Medium (1-2yr),radio/TV,84.73,32.59,bad,0,Medium Exposure,0,0,0
759,2026-01-06,31,Adult (26-35),male,2,Skilled,own,little,Unknown,1393,Small (<2K),24,Medium (1-2yr),car,58.04,44.94,good,1,Medium Exposure,0,0,0
760,2026-01-06,35,Adult (26-35),male,2,Skilled,own,little,little,691,Small (<2K),12,Short (<1yr),car,57.58,19.74,bad,0,Medium Exposure,0,0,0
761,2026-01-06,59,Senior (51+),female,2,Skilled,own,Unknown,Unknown,5045,Large (5K-10K),15,Medium (1-2yr),car,336.33,85.51,good,1,Medium Exposure,1,0,0
762,2026-01-06,24,Young (18-25),female,2,Skilled,rent,little,little,2124,Medium (2K-5K),18,Medium (1-2yr),furniture/equipment,118.0,88.5,bad,0,Medium Exposure,0,0,1
763,2026-01-06,24,Young (18-25),male,1,Semi-Skilled,own,little,little,2214,Medium (2K-5K),12,Short (<1yr),radio/TV,184.5,92.25,good,1,Medium Exposure,0,0,1
764,2026-01-06,30,Adult (26-35),male,3,Highly Skilled,free,Unknown,Unknown,12680,Very Large (10K+),21,Medium (1-2yr),car,603.81,422.67,bad,0,Medium Exposure,1,0,0
765,2026-01-06,27,Adult (26-35),male,2,Skilled,own,moderate,Unknown,2463,Medium (2K-5K),24,Medium (1-2yr),car,102.62,91.22,good,1,Medium Exposure,1,0,1
766,2026-01-06,40,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,moderate,1155,Small (<2K),12,Short (<1yr),radio/TV,96.25,28.88,good,1,Medium Exposure,0,0,0
767,2026-01-06,31,Adult (26-35),male,1,Semi-Skilled,own,little,little,3108,Medium (2K-5K),30,Long (2-3yr),furniture/equipment,103.6,100.26,bad,0,Medium Exposure,1,1,0
768,2026-01-06,31,Adult (26-35),female,2,Skilled,rent,Unknown,Unknown,2901,Medium (2K-5K),10,Short (<1yr),car,290.1,93.58,good,1,Medium Exposure,1,0,0
769,2026-01-06,28,Adult (26-35),male,2,Skilled,rent,little,moderate,3617,Medium (2K-5K),12,Short (<1yr),furniture/equipment,301.42,129.18,good,1,Medium Exposure,1,0,1
770,2026-01-06,63,Senior (51+),male,1,Semi-Skilled,own,little,Unknown,1655,Small (<2K),12,Short (<1yr),radio/TV,137.92,26.27,good,1,Medium Exposure,0,0,0
771,2026-01-06,26,Adult (26-35),female,2,Skilled,rent,Unknown,little,2812,Medium (2K-5K),24,Medium (1-2yr),car,117.17,108.15,good,1,Medium Exposure,1,0,1
772,2026-01-06,25,Young (18-25),female,3,Highly Skilled,own,little,little,8065,Large (5K-10K),36,Long (2-3yr),education,224.03,322.6,bad,0,High Exposure,1,1,1
773,2026-01-06,36,Middle-Aged (36-50),male,3,Highly Skilled,own,little,Unknown,3275,Medium (2K-5K),21,Medium (1-2yr),car,155.95,90.97,good,1,Medium Exposure,1,0,0
774,2026-01-06,52,Senior (51+),male,2,Skilled,own,moderate,Unknown,2223,Medium (2K-5K),24,Medium (1-2yr),radio/TV,92.62,42.75,good,1,Medium Exposure,0,0,0
775,2026-01-06,66,Senior (51+),male,0,Unskilled,free,quite rich,rich,1480,Small (<2K),12,Short (<1yr),car,123.33,22.42,good,1,Medium Exposure,0,0,0
776,2026-01-06,25,Young (18-25),female,2,Skilled,rent,Unknown,little,1371,Small (<2K),24,Medium (1-2yr),car,57.12,54.84,bad,0,Medium Exposure,0,0,1
777,2026-01-06,37,Middle-Aged (36-50),male,2,Skilled,own,little,Unknown,3535,Medium (2K-5K),36,Long (2-3yr),car,98.19,95.54,good,1,Medium Exposure,1,1,0
778,2026-01-06,25,Young (18-25),female,2,Skilled,own,little,little,3509,Medium (2K-5K),18,Medium (1-2yr),radio/TV,194.94,140.36,good,1,Medium Exposure,1,0,1
779,2026-01-06,38,Middle-Aged (36-50),male,3,Highly Skilled,own,rich,Unknown,5711,Large (5K-10K),36,Long (2-3yr),car,158.64,150.29,good,1,High Exposure,1,1,0
780,2026-01-06,67,Senior (51+),female,2,Skilled,own,little,moderate,3872,Medium (2K-5K),18,Medium (1-2yr),repairs,215.11,57.79,good,1,Medium Exposure,1,0,0
781,2026-01-06,25,Young (18-25),male,2,Skilled,own,little,moderate,4933,Medium (2K-5K),39,Very Long (3yr+),radio/TV,126.49,197.32,bad,0,Medium Exposure,1,1,1
782,2026-01-06,60,Senior (51+),male,2,Skilled,own,rich,Unknown,1940,Small (<2K),24,Medium (1-2yr),car,80.83,32.33,good,1,Medium Exposure,0,0,0
783,2026-01-06,31,Adult (26-35),male,1,Semi-Skilled,own,little,moderate,1410,Small (<2K),12,Short (<1yr),education,117.5,45.48,good,1,Medium Exposure,0,0,0
784,2026-01-06,23,Young (18-25),female,1,Semi-Skilled,own,moderate,moderate,836,Small (<2K),12,Short (<1yr),car,69.67,36.35,bad,0,Medium Exposure,0,0,1
785,2026-01-06,60,Senior (51+),male,3,Highly Skilled,own,Unknown,moderate,6468,Large (5K-10K),20,Medium (1-2yr),car,323.4,107.8,good,1,Medium Exposure,1,0,0
786,2026-01-06,35,Adult (26-35),male,1,Semi-Skilled,own,rich,moderate,1941,Small (<2K),18,Medium (1-2yr),business,107.83,55.46,good,1,Medium Exposure,0,0,0
787,2026-01-06,40,Middle-Aged (36-50),male,2,Skilled,own,quite rich,Unknown,2675,Medium (2K-5K),22,Medium (1-2yr),radio/TV,121.59,66.88,good,1,Medium Exposure,1,0,0
788,2026-01-06,38,Middle-Aged (36-50),male,2,Skilled,own,Unknown,Unknown,2751,Medium (2K-5K),48,Very Long (3yr+),car,57.31,72.39,good,1,Medium Exposure,1,1,0
789,2026-01-06,50,Middle-Aged (36-50),male,2,Skilled,free,little,moderate,6224,Large (5K-10K),48,Very Long (3yr+),education,129.67,124.48,bad,0,High Exposure,1,1,0
790,2026-01-06,27,Adult (26-35),male,2,Skilled,own,little,little,5998,Large (5K-10K),40,Very Long (3yr+),education,149.95,222.15,bad,0,High Exposure,1,1,1
791,2026-01-06,39,Middle-Aged (36-50),female,2,Skilled,own,little,moderate,1188,Small (<2K),21,Medium (1-2yr),business,56.57,30.46,bad,0,Medium Exposure,0,0,0
792,2026-01-06,41,Middle-Aged (36-50),male,3,Highly Skilled,own,Unknown,Unknown,6313,Large (5K-10K),24,Medium (1-2yr),car,263.04,153.98,good,1,Medium Exposure,1,0,0
793,2026-01-06,27,Adult (26-35),male,2,Skilled,own,Unknown,Unknown,1221,Small (<2K),6,Short (<1yr),furniture/equipment,203.5,45.22,good,1,Low Exposure,0,0,1
794,2026-01-06,51,Senior (51+),male,2,Skilled,free,little,rich,2892,Medium (2K-5K),24,Medium (1-2yr),furniture/equipment,120.5,56.71,good,1,Medium Exposure,1,0,0
795,2026-01-06,32,Adult (26-35),male,2,Skilled,rent,quite rich,Unknown,3062,Medium (2K-5K),24,Medium (1-2yr),furniture/equipment,127.58,95.69,good,1,Medium Exposure,1,0,0
796,2026-01-06,22,Young (18-25),female,2,Skilled,rent,moderate,Unknown,2301,Medium (2K-5K),9,Short (<1yr),furniture/equipment,255.67,104.59,good,1,Medium Exposure,0,0,1
797,2026-01-06,51,Senior (51+),male,2,Skilled,free,Unknown,little,7511,Large (5K-10K),18,Medium (1-2yr),car,417.28,147.27,bad,0,Medium Exposure,1,0,0
798,2026-01-06,22,Young (18-25),female,1,Semi-Skilled,rent,little,Unknown,1258,Small (<2K),12,Short (<1yr),furniture/equipment,104.83,57.18,good,1,Medium Exposure,0,0,1
799,2026-01-06,54,Senior (51+),male,2,Skilled,own,Unknown,Unknown,717,Small (<2K),24,Medium (1-2yr),car,29.88,13.28,good,1,Medium Exposure,0,0,0
800,2026-01-06,35,Adult (26-35),male,0,Unskilled,own,Unknown,moderate,1549,Small (<2K),9,Short (<1yr),car,172.11,44.26,good,1,Low Exposure,0,0,0
801,2026-01-06,54,Senior (51+),male,2,Skilled,free,little,Unknown,1597,Small (<2K),24,Medium (1-2yr),education,66.54,29.57,good,1,Medium Exposure,0,0,0
802,2026-01-06,48,Middle-Aged (36-50),female,1,Semi-Skilled,rent,little,moderate,1795,Small (<2K),18,Medium (1-2yr),radio/TV,99.72,37.4,good,1,Medium Exposure,0,0,0
803,2026-01-06,24,Young (18-25),female,2,Skilled,own,little,little,4272,Medium (2K-5K),20,Medium (1-2yr),furniture/equipment,213.6,178.0,good,1,Medium Exposure,1,0,1
804,2026-01-06,35,Adult (26-35),male,2,Skilled,own,Unknown,Unknown,976,Small (<2K),12,Short (<1yr),radio/TV,81.33,27.89,good,1,Medium Exposure,0,0,0
805,2026-01-06,24,Young (18-25),female,0,Unskilled,rent,Unknown,moderate,7472,Large (5K-10K),12,Short (<1yr),car,622.67,311.33,good,1,Medium Exposure,1,0,1
806,2026-01-06,24,Young (18-25),male,2,Skilled,own,little,little,9271,Large (5K-10K),36,Long (2-3yr),car,257.53,386.29,bad,0,High Exposure,1,1,1
807,2026-01-06,26,Adult (26-35),male,1,Semi-Skilled,own,little,moderate,590,Small (<2K),6,Short (<1yr),radio/TV,98.33,22.69,good,1,Low Exposure,0,0,1
808,2026-01-06,65,Senior (51+),male,2,Skilled,own,Unknown,Unknown,930,Small (<2K),12,Short (<1yr),radio/TV,77.5,14.31,good,1,Medium Exposure,0,0,0
809,2026-01-06,55,Senior (51+),male,3,Highly Skilled,free,little,moderate,9283,Large (5K-10K),42,Very Long (3yr+),car,221.02,168.78,good,1,High Exposure,1,1,0
810,2026-01-06,26,Adult (26-35),female,0,Unskilled,rent,little,moderate,1778,Small (<2K),15,Medium (1-2yr),car,118.53,68.38,bad,0,Medium Exposure,0,0,1
811,2026-01-06,26,Adult (26-35),male,2,Skilled,own,little,moderate,907,Small (<2K),8,Short (<1yr),business,113.38,34.88,good,1,Low Exposure,0,0,1
812,2026-01-06,28,Adult (26-35),male,1,Semi-Skilled,own,little,moderate,484,Small (<2K),6,Short (<1yr),radio/TV,80.67,17.29,good,1,Low Exposure,0,0,1
813,2026-01-06,24,Young (18-25),male,2,Skilled,own,little,little,9629,Large (5K-10K),36,Long (2-3yr),car,267.47,401.21,bad,0,High Exposure,1,1,1
814,2026-01-06,54,Senior (51+),male,2,Skilled,own,little,little,3051,Medium (2K-5K),48,Very Long (3yr+),domestic appliances,63.56,56.5,bad,0,Medium Exposure,1,1,0
815,2026-01-06,46,Middle-Aged (36-50),male,2,Skilled,free,little,little,3931,Medium (2K-5K),48,Very Long (3yr+),car,81.9,85.46,bad,0,Medium Exposure,1,1,0
816,2026-01-06,54,Senior (51+),female,2,Skilled,rent,little,moderate,7432,Large (5K-10K),36,Long (2-3yr),car,206.44,137.63,good,1,High Exposure,1,1,0
817,2026-01-06,62,Senior (51+),male,2,Skilled,own,quite rich,Unknown,1338,Small (<2K),6,Short (<1yr),domestic appliances,223.0,21.58,good,1,Low Exposure,0,0,0
818,2026-01-06,24,Young (18-25),female,2,Skilled,rent,little,Unknown,1554,Small (<2K),6,Short (<1yr),radio/TV,259.0,64.75,good,1,Low Exposure,0,0,1
819,2026-01-06,43,Middle-Aged (36-50),male,3,Highly Skilled,own,little,little,15857,Very Large (10K+),36,Long (2-3yr),vacation/others,440.47,368.77,good,1,High Exposure,1,1,0
820,2026-01-06,26,Adult (26-35),male,2,Skilled,own,little,little,1345,Small (<2K),18,Medium (1-2yr),radio/TV,74.72,51.73,bad,0,Medium Exposure,0,0,1
821,2026-01-06,27,Adult (26-35),male,2,Skilled,own,little,Unknown,1101,Small (<2K),12,Short (<1yr),car,91.75,40.78,good,1,Medium Exposure,0,0,1
822,2026-01-06,24,Young (18-25),male,2,Skilled,own,little,rich,3016,Medium (2K-5K),12,Short (<1yr),radio/TV,251.33,125.67,good,1,Medium Exposure,1,0,1
823,2026-01-06,41,Middle-Aged (36-50),male,2,Skilled,own,little,little,2712,Medium (2K-5K),36,Long (2-3yr),furniture/equipment,75.33,66.15,bad,0,Medium Exposure,1,1,0
824,2026-01-06,47,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,little,731,Small (<2K),8,Short (<1yr),car,91.38,15.55,good,1,Low Exposure,0,0,0
825,2026-01-06,35,Adult (26-35),male,3,Highly Skilled,own,little,Unknown,3780,Medium (2K-5K),18,Medium (1-2yr),furniture/equipment,210.0,108.0,good,1,Medium Exposure,1,0,0
826,2026-01-06,30,Adult (26-35),male,2,Skilled,own,little,little,1602,Small (<2K),21,Medium (1-2yr),car,76.29,53.4,good,1,Medium Exposure,0,0,0
827,2026-01-06,33,Adult (26-35),female,2,Skilled,rent,little,little,3966,Medium (2K-5K),18,Medium (1-2yr),car,220.33,120.18,bad,0,Medium Exposure,1,0,0
828,2026-01-06,36,Middle-Aged (36-50),male,2,Skilled,own,little,Unknown,4165,Medium (2K-5K),18,Medium (1-2yr),business,231.39,115.69,bad,0,Medium Exposure,1,0,0
829,2026-01-06,47,Middle-Aged (36-50),male,2,Skilled,free,Unknown,little,8335,Large (5K-10K),36,Long (2-3yr),car,231.53,177.34,bad,0,High Exposure,1,1,0
830,2026-01-06,38,Middle-Aged (36-50),male,2,Skilled,free,Unknown,moderate,6681,Large (5K-10K),48,Very Long (3yr+),business,139.19,175.82,good,1,High Exposure,1,1,0
831,2026-01-06,44,Middle-Aged (36-50),male,2,Skilled,own,quite rich,Unknown,2375,Medium (2K-5K),24,Medium (1-2yr),business,98.96,53.98,good,1,Medium Exposure,1,0,0
832,2026-01-06,23,Young (18-25),female,2,Skilled,rent,little,little,1216,Small (<2K),18,Medium (1-2yr),car,67.56,52.87,bad,0,Medium Exposure,0,0,1
833,2026-01-06,29,Adult (26-35),male,2,Skilled,rent,little,little,11816,Very Large (10K+),45,Very Long (3yr+),business,262.58,407.45,bad,0,High Exposure,1,1,1
834,2026-01-06,42,Middle-Aged (36-50),female,2,Skilled,own,Unknown,moderate,5084,Large (5K-10K),24,Medium (1-2yr),radio/TV,211.83,121.05,good,1,Medium Exposure,1,0,0
835,2026-01-06,25,Young (18-25),female,1,Semi-Skilled,own,little,rich,2327,Medium (2K-5K),15,Medium (1-2yr),radio/TV,155.13,93.08,bad,0,Medium Exposure,1,0,1
836,2026-01-06,48,Middle-Aged (36-50),male,2,Skilled,own,little,little,1082,Small (<2K),12,Short (<1yr),car,90.17,22.54,bad,0,Medium Exposure,0,0,0
837,2026-01-06,21,Young (18-25),female,2,Skilled,own,Unknown,Unknown,886,Small (<2K),12,Short (<1yr),radio/TV,73.83,42.19,good,1,Medium Exposure,0,0,1
838,2026-01-06,23,Young (18-25),female,1,Semi-Skilled,rent,little,Unknown,601,Small (<2K),4,Short (<1yr),furniture/equipment,150.25,26.13,good,1,Low Exposure,0,0,1
839,2026-01-06,63,Senior (51+),male,2,Skilled,own,little,little,2957,Medium (2K-5K),24,Medium (1-2yr),car,123.21,46.94,good,1,Medium Exposure,1,0,0
840,2026-01-06,46,Middle-Aged (36-50),male,2,Skilled,own,little,Unknown,2611,Medium (2K-5K),24,Medium (1-2yr),radio/TV,108.79,56.76,good,1,Medium Exposure,1,0,0
841,2026-01-06,29,Adult (26-35),male,2,Skilled,own,little,little,5179,Large (5K-10K),36,Long (2-3yr),furniture/equipment,143.86,178.59,bad,0,High Exposure,1,1,1
842,2026-01-06,28,Adult (26-35),male,1,Semi-Skilled,own,little,Unknown,2993,Medium (2K-5K),21,Medium (1-2yr),car,142.52,106.89,good,1,Medium Exposure,1,0,1
843,2026-01-06,23,Young (18-25),female,2,Skilled,own,little,Unknown,1943,Small (<2K),18,Medium (1-2yr),repairs,107.94,84.48,bad,0,Medium Exposure,0,0,1
844,2026-01-06,50,Middle-Aged (36-50),male,2,Skilled,own,little,Unknown,1559,Small (<2K),24,Medium (1-2yr),business,64.96,31.18,good,1,Medium Exposure,0,0,0
845,2026-01-06,47,Middle-Aged (36-50),male,2,Skilled,own,little,Unknown,3422,Medium (2K-5K),18,Medium (1-2yr),furniture/equipment,190.11,72.81,good,1,Medium Exposure,1,0,0
846,2026-01-06,35,Adult (26-35),male,2,Skilled,own,Unknown,moderate,3976,Medium (2K-5K),21,Medium (1-2yr),furniture/equipment,189.33,113.6,good,1,Medium Exposure,1,0,0
847,2026-01-06,68,Senior (51+),male,2,Skilled,rent,Unknown,Unknown,6761,Large (5K-10K),18,Medium (1-2yr),car,375.61,99.43,bad,0,Medium Exposure,1,0,0
848,2026-01-06,28,Adult (26-35),male,2,Skilled,own,little,Unknown,1249,Small (<2K),24,Medium (1-2yr),car,52.04,44.61,good,1,Medium Exposure,0,0,1
849,2026-01-06,59,Senior (51+),male,2,Skilled,own,little,little,1364,Small (<2K),9,Short (<1yr),radio/TV,151.56,23.12,good,1,Low Exposure,0,0,0
850,2026-01-06,57,Senior (51+),male,1,Semi-Skilled,own,little,little,709,Small (<2K),12,Short (<1yr),radio/TV,59.08,12.44,bad,0,Medium Exposure,0,0,0
851,2026-01-06,33,Adult (26-35),male,2,Skilled,rent,little,little,2235,Medium (2K-5K),20,Medium (1-2yr),car,111.75,67.73,bad,0,Medium Exposure,0,0,0
852,2026-01-06,43,Middle-Aged (36-50),male,2,Skilled,own,Unknown,Unknown,4042,Medium (2K-5K),24,Medium (1-2yr),car,168.42,94.0,good,1,Medium Exposure,1,0,0
853,2026-01-06,35,Adult (26-35),male,2,Skilled,free,little,Unknown,1471,Small (<2K),15,Medium (1-2yr),radio/TV,98.07,42.03,good,1,Medium Exposure,0,0,0
854,2026-01-06,32,Adult (26-35),male,1,Semi-Skilled,free,little,little,1442,Small (<2K),18,Medium (1-2yr),car,80.11,45.06,bad,0,Medium Exposure,0,0,0
855,2026-01-06,45,Middle-Aged (36-50),male,2,Skilled,own,little,Unknown,10875,Very Large (10K+),36,Long (2-3yr),car,302.08,241.67,good,1,High Exposure,1,1,0
856,2026-01-06,33,Adult (26-35),male,2,Skilled,own,moderate,Unknown,1474,Small (<2K),24,Medium (1-2yr),car,61.42,44.67,good,1,Medium Exposure,0,0,0
857,2026-01-06,40,Middle-Aged (36-50),female,2,Skilled,own,Unknown,Unknown,894,Small (<2K),10,Short (<1yr),education,89.4,22.35,good,1,Low Exposure,0,0,0
858,2026-01-06,28,Adult (26-35),male,2,Skilled,free,little,Unknown,3343,Medium (2K-5K),15,Medium (1-2yr),furniture/equipment,222.87,119.39,good,1,Medium Exposure,1,0,1
859,2026-01-06,29,Adult (26-35),female,2,Skilled,own,little,little,3959,Medium (2K-5K),15,Medium (1-2yr),car,263.93,136.52,bad,0,Medium Exposure,1,0,1
860,2026-01-06,26,Adult (26-35),male,2,Skilled,rent,moderate,Unknown,3577,Medium (2K-5K),9,Short (<1yr),car,397.44,137.58,good,1,Medium Exposure,1,0,1
861,2026-01-06,27,Adult (26-35),male,2,Skilled,own,rich,Unknown,5804,Large (5K-10K),24,Medium (1-2yr),car,241.83,214.96,good,1,Medium Exposure,1,0,1
862,2026-01-06,28,Adult (26-35),male,2,Skilled,own,little,Unknown,2169,Medium (2K-5K),18,Medium (1-2yr),business,120.5,77.46,bad,0,Medium Exposure,0,0,1
863,2026-01-06,35,Adult (26-35),female,2,Skilled,own,little,little,2439,Medium (2K-5K),24,Medium (1-2yr),radio/TV,101.62,69.69,bad,0,Medium Exposure,1,0,0
864,2026-01-06,32,Adult (26-35),male,1,Semi-Skilled,own,rich,Unknown,4526,Medium (2K-5K),27,Long (2-3yr),furniture/equipment,167.63,141.44,good,1,Medium Exposure,1,1,0
865,2026-01-06,25,Young (18-25),male,1,Semi-Skilled,rent,little,Unknown,2210,Medium (2K-5K),10,Short (<1yr),furniture/equipment,221.0,88.4,bad,0,Medium Exposure,0,0,1
866,2026-01-06,20,Young (18-25),female,2,Skilled,rent,quite rich,Unknown,2221,Medium (2K-5K),15,Medium (1-2yr),furniture/equipment,148.07,111.05,good,1,Medium Exposure,0,0,1
867,2026-01-06,27,Adult (26-35),female,2,Skilled,own,little,little,2389,Medium (2K-5K),18,Medium (1-2yr),radio/TV,132.72,88.48,good,1,Medium Exposure,1,0,1
868,2026-01-06,42,Middle-Aged (36-50),male,2,Skilled,own,little,Unknown,3331,Medium (2K-5K),12,Short (<1yr),furniture/equipment,277.58,79.31,good,1,Medium Exposure,1,0,0
869,2026-01-06,37,Middle-Aged (36-50),male,2,Skilled,own,Unknown,Unknown,7409,Large (5K-10K),36,Long (2-3yr),business,205.81,200.24,good,1,High Exposure,1,1,0
870,2026-01-06,24,Young (18-25),female,2,Skilled,rent,little,little,652,Small (<2K),12,Short (<1yr),furniture/equipment,54.33,27.17,good,1,Medium Exposure,0,0,1
871,2026-01-06,40,Middle-Aged (36-50),female,2,Skilled,own,quite rich,Unknown,7678,Large (5K-10K),36,Long (2-3yr),furniture/equipment,213.28,191.95,good,1,High Exposure,1,1,0
872,2026-01-06,46,Middle-Aged (36-50),male,2,Skilled,own,little,rich,1343,Small (<2K),6,Short (<1yr),car,223.83,29.2,good,1,Low Exposure,0,0,0
873,2026-01-06,26,Adult (26-35),male,2,Skilled,own,moderate,little,1382,Small (<2K),24,Medium (1-2yr),business,57.58,53.15,good,1,Medium Exposure,0,0,1
874,2026-01-06,24,Young (18-25),female,2,Skilled,own,Unknown,Unknown,874,Small (<2K),15,Medium (1-2yr),domestic appliances,58.27,36.42,good,1,Medium Exposure,0,0,1
875,2026-01-06,29,Adult (26-35),male,1,Semi-Skilled,own,little,little,3590,Medium (2K-5K),12,Short (<1yr),furniture/equipment,299.17,123.79,good,1,Medium Exposure,1,0,1
876,2026-01-06,40,Middle-Aged (36-50),female,2,Skilled,own,rich,moderate,1322,Small (<2K),11,Short (<1yr),car,120.18,33.05,good,1,Low Exposure,0,0,0
877,2026-01-06,36,Middle-Aged (36-50),male,3,Highly Skilled,free,little,little,1940,Small (<2K),18,Medium (1-2yr),radio/TV,107.78,53.89,good,1,Medium Exposure,0,0,0
878,2026-01-06,28,Adult (26-35),male,2,Skilled,own,little,Unknown,3595,Medium (2K-5K),36,Long (2-3yr),radio/TV,99.86,128.39,good,1,Medium Exposure,1,1,1
879,2026-01-06,27,Adult (26-35),male,3,Highly Skilled,free,little,little,1422,Small (<2K),9,Short (<1yr),car,158.0,52.67,bad,0,Low Exposure,0,0,1
880,2026-01-06,36,Middle-Aged (36-50),male,2,Skilled,own,Unknown,Unknown,6742,Large (5K-10K),30,Long (2-3yr),radio/TV,224.73,187.28,good,1,High Exposure,1,1,0
881,2026-01-06,38,Middle-Aged (36-50),male,3,Highly Skilled,own,little,Unknown,7814,Large (5K-10K),24,Medium (1-2yr),car,325.58,205.63,good,1,Medium Exposure,1,0,0
882,2026-01-06,48,Middle-Aged (36-50),male,2,Skilled,free,Unknown,Unknown,9277,Large (5K-10K),24,Medium (1-2yr),car,386.54,193.27,good,1,Medium Exposure,1,0,0
883,2026-01-06,36,Middle-Aged (36-50),male,2,Skilled,own,Unknown,moderate,2181,Medium (2K-5K),30,Long (2-3yr),car,72.7,60.58,good,1,Medium Exposure,0,1,0
884,2026-01-06,65,Senior (51+),female,0,Unskilled,own,little,Unknown,1098,Small (<2K),18,Medium (1-2yr),radio/TV,61.0,16.89,good,1,Medium Exposure,0,0,0
885,2026-01-06,43,Middle-Aged (36-50),male,2,Skilled,own,little,moderate,4057,Medium (2K-5K),24,Medium (1-2yr),furniture/equipment,169.04,94.35,bad,0,Medium Exposure,1,0,0
886,2026-01-06,53,Senior (51+),female,2,Skilled,own,little,little,795,Small (<2K),12,Short (<1yr),education,66.25,15.0,bad,0,Medium Exposure,0,0,0
887,2026-01-06,34,Adult (26-35),male,2,Skilled,own,Unknown,moderate,2825,Medium (2K-5K),24,Medium (1-2yr),business,117.71,83.09,good,1,Medium Exposure,1,0,0
888,2026-01-06,23,Young (18-25),male,2,Skilled,own,little,moderate,15672,Very Large (10K+),48,Very Long (3yr+),business,326.5,681.39,bad,0,High Exposure,1,1,1
889,2026-01-06,34,Adult (26-35),male,3,Highly Skilled,own,little,Unknown,6614,Large (5K-10K),36,Long (2-3yr),car,183.72,194.53,good,1,High Exposure,1,1,0
890,2026-01-06,40,Middle-Aged (36-50),male,2,Skilled,rent,Unknown,Unknown,7824,Large (5K-10K),28,Long (2-3yr),car,279.43,195.6,good,1,High Exposure,1,1,0
891,2026-01-06,43,Middle-Aged (36-50),male,3,Highly Skilled,own,little,little,2442,Medium (2K-5K),27,Long (2-3yr),business,90.44,56.79,good,1,Medium Exposure,1,1,0
892,2026-01-06,46,Middle-Aged (36-50),male,2,Skilled,own,little,Unknown,1829,Small (<2K),15,Medium (1-2yr),radio/TV,121.93,39.76,good,1,Medium Exposure,0,0,0
893,2026-01-06,38,Middle-Aged (36-50),male,1,Semi-Skilled,own,little,little,2171,Medium (2K-5K),12,Short (<1yr),car,180.92,57.13,good,1,Medium Exposure,0,0,0
894,2026-01-06,34,Adult (26-35),male,2,Skilled,own,little,moderate,5800,Large (5K-10K),36,Long (2-3yr),car,161.11,170.59,good,1,High Exposure,1,1,0
895,2026-01-06,29,Adult (26-35),male,2,Skilled,own,Unknown,Unknown,1169,Small (<2K),18,Medium (1-2yr),radio/TV,64.94,40.31,good,1,Medium Exposure,0,0,1
896,2026-01-06,31,Adult (26-35),male,3,Highly Skilled,own,Unknown,Unknown,8947,Large (5K-10K),36,Long (2-3yr),car,248.53,288.61,good,1,High Exposure,1,1,0
897,2026-01-06,28,Adult (26-35),female,3,Highly Skilled,rent,little,little,2606,Medium (2K-5K),21,Medium (1-2yr),radio/TV,124.1,93.07,good,1,Medium Exposure,1,0,1
898,2026-01-06,35,Adult (26-35),female,2,Skilled,own,rich,Unknown,1592,Small (<2K),12,Short (<1yr),furniture/equipment,132.67,45.49,good,1,Medium Exposure,0,0,0
899,2026-01-06,33,Adult (26-35),female,1,Semi-Skilled,rent,Unknown,Unknown,2186,Medium (2K-5K),15,Medium (1-2yr),furniture/equipment,145.73,66.24,good,1,Medium Exposure,0,0,0
900,2026-01-06,42,Middle-Aged (36-50),male,2,Skilled,own,little,little,4153,Medium (2K-5K),18,Medium (1-2yr),furniture/equipment,230.72,98.88,bad,0,Medium Exposure,1,0,0
